Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,CRSElapsedTime,Origin,Dest,Distance,ArrDelay15
4,1,2,1340,1455,MQ,75,DFW,SGF,364,False
7,22,2,1620,1900,WN,220,PHL,HOU,1335,False
1,31,4,1505,1615,MQ,70,HOU,DFW,247,True
5,22,4,1655,1900,MQ,125,BOS,RDU,612,False
5,27,2,1023,1424,UA,541,ORD,HNL,4243,False
8,11,1,1250,1355,WN,65,ONT,SJC,333,True
3,5,3,835,1105,WN,150,BNA,SAT,822,False
5,25,7,1415,2230,AA,315,OGG,LAX,2486,False
6,6,5,1020,1251,US,151,DCA,FLL,899,False
1,16,3,1435,1518,HA,43,HNL,KOA,163,False
12,30,2,917,1235,UA,138,ORD,BOS,867,False
9,2,2,605,739,9E,94,ROA,DTW,382,False
6,2,1,1835,2100,MQ,205,LGA,XNA,1147,True
3,19,3,1920,2235,MQ,135,DFW,CAE,922,True
9,24,3,1330,1430,WN,60,PIT,BWI,210,False
12,3,3,2115,2230,WN,75,PHL,MHT,290,False
3,30,7,2200,517,NW,257,LAX,DTW,1979,False
4,9,3,740,1115,AA,155,DFW,RDU,1062,True
7,27,7,1412,1659,FL,107,MKE,DCA,634,True
8,22,5,1050,1459,UA,189,SLC,ORD,1249,True
3,1,6,1405,1610,OO,185,STL,SLC,1156,True
8,20,3,1900,2335,WN,155,PHX,OMA,1037,False
2,14,4,1355,1445,MQ,50,PIA,ORD,130,False
9,5,5,630,934,AS,184,SAN,SEA,1050,False
5,17,6,1810,2031,US,201,PHL,MSY,1088,False
7,27,7,1925,2225,MQ,120,ORD,BWI,622,True
11,23,7,730,917,NW,227,MSP,SEA,1399,False
2,3,7,1105,1330,AA,265,ORD,LAX,1745,True
5,19,1,724,837,US,73,PHX,LAS,256,False
10,16,4,1329,1422,FL,113,FLL,GPT,620,False
8,4,1,1929,2303,CO,154,ORD,EWR,719,True
4,14,1,1910,2005,AA,55,DFW,OKC,175,False
5,17,6,1925,2132,FL,127,IND,TPA,838,False
6,1,7,1540,1728,OO,108,ORD,FAR,557,False
12,2,2,655,1005,WN,130,MDW,PVD,842,False
10,8,3,1545,1938,CO,173,IAH,CLE,1091,False
5,27,2,1208,1245,F9,157,IND,DEN,977,False
10,26,7,1255,1444,CO,109,BOS,EWR,200,False
12,22,1,944,1230,NW,166,MCO,DTW,957,True
3,18,2,1500,1725,DL,145,PHL,ATL,665,False
3,5,3,1039,1254,NW,135,LGA,DTW,501,True
5,9,5,1640,1805,WN,85,BUR,PHX,369,False
3,26,3,745,1126,UA,161,SEA,DEN,1024,False
5,6,2,1140,1235,MQ,55,ORD,CID,196,False
1,5,6,845,1424,DL,219,SLC,ATL,1589,True
7,28,1,1630,1800,MQ,90,OMA,ORD,416,False
8,25,1,1850,2340,AA,170,SNA,DFW,1205,False
9,2,2,1125,1221,US,56,MYR,CLT,156,False
8,14,4,850,1335,WN,165,PHX,HOU,1020,True
9,3,3,1840,2115,WN,155,TPA,PHL,920,False
4,27,7,1044,1215,UA,91,MCI,ORD,403,False
6,13,5,1820,2001,OH,101,RDU,LGA,431,False
12,14,7,2000,2312,F9,132,SAN,DEN,853,True
12,4,4,1845,2117,DL,332,MCO,LAX,2217,False
3,20,4,1710,1900,MQ,110,JFK,PIT,340,False
3,19,3,1955,2030,AA,155,DFW,PHX,868,True
9,13,6,1630,2006,US,216,SJU,CLT,1474,False
7,17,4,755,1035,WN,160,MDW,SAT,1036,False
4,6,7,1810,2210,B6,180,MSY,JFK,1182,False
4,27,7,700,926,US,146,FLL,DCA,899,False
10,1,3,1200,1425,AA,145,ORD,DFW,802,False
3,15,6,1725,1810,WN,105,BOI,LAS,520,False
11,24,1,1820,2325,CO,185,LAX,IAH,1379,False
9,22,1,1738,2009,DL,151,ATL,BDL,859,False
6,11,3,1855,1950,WN,115,DEN,LAS,629,False
12,23,2,1650,1849,DL,299,CVG,SEA,1964,True
8,12,2,1559,1657,US,58,DCA,PIT,205,True
4,18,5,1615,1700,MQ,105,BUF,ORD,473,False
3,13,4,1820,18,CO,238,SEA,IAH,1874,False
2,15,5,2000,2355,WN,175,MDW,FLL,1166,False
12,2,2,1615,1814,NW,119,CLT,DTW,500,False
9,6,6,1159,1325,FL,86,TPA,ATL,406,False
10,6,1,1305,1445,MQ,100,DFW,MOB,540,False
3,26,3,745,835,WN,50,OAK,RNO,180,False
8,22,5,2250,2347,XE,57,IAH,BTR,253,False
10,30,4,1110,1230,MQ,80,DFW,JAN,408,False
3,27,4,1745,1813,US,88,CLT,BNA,329,False
5,20,2,1850,2157,9E,127,MEM,RIC,726,False
7,18,5,1655,1817,CO,82,MFE,IAH,316,False
5,11,7,645,945,WN,120,BNA,PHL,675,False
12,7,7,840,932,CO,52,IAH,SAT,191,False
12,9,2,1620,1844,NW,84,ORD,DTW,235,True
8,26,2,1445,1620,AA,95,MCI,DFW,460,False
6,16,1,1849,1958,NW,69,GRB,MSP,252,True
10,26,7,1145,1710,AA,205,TUS,ORD,1437,False
12,29,1,1050,1238,OO,108,SLC,ABQ,493,False
11,14,5,1400,1610,NW,130,MEM,MSP,700,False
5,27,2,1500,1737,AS,157,SEA,LAX,954,False
12,16,2,710,827,US,77,ALB,PHL,212,False
4,29,2,1935,2040,MQ,125,BWI,ORD,622,False
6,19,4,1455,1645,AA,110,DFW,BHM,597,False
1,13,7,1550,1800,WN,70,LAS,PHX,256,False
7,20,7,845,1012,XE,87,LGA,CLE,418,False
4,4,5,1749,1903,UA,194,CMH,DEN,1155,True
10,22,3,1656,1918,DL,322,ATL,PDX,2172,False
1,29,2,2133,2259,NW,86,DTW,IAD,383,False
12,25,4,1431,1603,UA,92,BDL,IAD,326,False
6,5,4,2100,2205,MQ,65,DFW,HOU,247,False
6,20,5,1500,1658,AS,118,SJC,SEA,697,False
5,24,6,2205,603,US,298,SAN,PHL,2369,False
4,14,1,1200,1310,XE,70,MRY,LGB,283,True
3,18,2,1741,2103,XE,142,MSN,EWR,799,False
7,11,5,821,1212,UA,231,IAD,SJU,1571,False
9,12,5,1256,1415,XE,79,ROC,EWR,246,True
4,26,6,640,1200,NW,200,PDX,MSP,1426,False
5,22,4,1820,1835,WN,135,OKC,PHX,833,True
8,14,4,745,1000,WN,135,IAD,TPA,810,False
11,20,4,910,950,YV,40,HNL,KOA,163,False
6,11,3,1730,1840,XE,70,LAX,LAS,236,False
11,11,2,1050,1200,AA,70,DFW,SAT,247,False
1,29,2,1710,1800,AA,110,DFW,ABQ,569,False
11,4,2,1334,1522,DL,108,ATL,BWI,576,False
2,9,6,1620,1915,AA,355,JFK,LAS,2248,False
11,24,1,1300,1540,WN,160,BWI,FLL,925,False
2,6,3,1150,1445,MQ,115,DFW,CHA,695,False
3,26,3,1530,1649,OO,79,SLC,BIL,387,False
4,4,5,900,1054,FL,174,RSW,MDW,1105,True
7,13,7,705,1430,AA,265,PHX,MIA,1972,False
12,6,6,620,900,B6,160,RSW,JFK,1074,False
8,7,4,826,843,UA,77,DAY,ORD,240,False
8,6,3,1945,2106,B6,81,PWM,JFK,274,True
8,18,1,1639,1740,OO,61,SLC,JAC,205,False
5,5,1,1135,1245,9E,70,DAY,DTW,166,False
3,24,1,930,1030,WN,60,DAL,HOU,239,False
5,21,3,835,930,CO,55,IAH,AUS,140,True
3,23,7,858,1651,US,293,PHX,JFK,2153,False
3,17,1,1500,1740,WN,100,PHX,DEN,602,False
1,17,4,2055,2340,MQ,165,MIA,CVG,948,True
3,21,5,615,903,AS,168,LAX,SEA,954,False
1,9,3,1055,1145,WN,110,MCI,DEN,533,False
5,1,4,1500,1731,AS,211,SEA,ANC,1449,False
4,1,2,2025,2210,WN,105,SMF,SEA,605,False
11,15,6,1455,1605,WN,70,ONT,SJC,333,False
7,29,2,1120,1215,MQ,115,GSP,ORD,577,False
6,12,4,1150,1300,MQ,70,XNA,DFW,281,False
6,23,1,1120,1158,OO,38,MKE,MSN,74,True
10,24,5,630,925,CO,235,LGA,IAH,1416,False
1,5,6,1200,1417,NW,137,BOS,DTW,632,False
3,23,7,1745,1900,WN,75,STL,BHM,410,False
6,24,2,1254,1345,MQ,51,SBA,LAX,89,False
11,15,6,1220,1345,OH,85,CVG,RIC,413,False
5,21,3,1720,1855,B6,95,JFK,ROC,264,False
9,4,4,710,805,WN,115,MCO,BNA,616,False
6,14,6,710,840,WN,90,SDF,BWI,495,False
5,17,6,1610,1755,DL,105,RSW,ATL,515,False
9,20,6,1405,1535,WN,90,MHT,BWI,377,False
4,9,3,845,1220,MQ,155,DFW,GSO,999,False
8,30,6,940,1238,B6,178,BTV,MCO,1195,False
3,29,6,945,1244,US,179,PHL,TPA,920,False
2,25,1,1335,1457,XE,142,ATL,IAH,689,False
6,16,1,849,1105,FL,136,BWI,TPA,842,False
2,13,3,1745,1940,AA,115,STL,DFW,551,False
1,7,1,1151,1438,OH,167,MIA,CVG,948,False
3,7,5,630,700,MQ,90,CLE,ORD,316,True
8,6,3,1530,1830,DL,180,BOS,ATL,946,False
10,22,3,1425,1512,MQ,47,LAX,SBA,89,False
10,20,1,940,1240,B6,180,BOS,MCO,1121,True
6,19,4,1145,1445,AA,120,ORD,PHL,678,True
4,28,1,1735,2016,AS,341,DCA,SEA,2329,False
12,6,6,810,1045,WN,155,TPA,PHL,920,False
10,9,4,1240,1410,WN,90,SFO,SAN,447,True
9,28,7,545,653,DL,68,CHS,ATL,259,False
10,10,5,1305,1434,OH,89,CVG,RDU,390,False
9,3,3,655,910,AA,135,DFW,ORD,802,False
1,30,3,1030,1320,WN,110,LAS,DEN,629,False
12,23,2,800,903,XE,63,IAH,DAL,217,False
6,8,7,2240,2243,DL,63,ATL,BNA,214,False
7,18,5,1310,1514,YV,64,ORD,MBS,222,False
3,13,4,935,1040,MQ,65,DCA,RDU,227,False
7,5,6,634,927,YV,113,ORD,RDU,647,False
9,27,6,745,910,US,205,MSP,PHX,1276,False
5,4,7,1210,1323,B6,73,JFK,BOS,187,False
2,24,7,1650,2055,DL,185,SLC,ORD,1249,False
6,21,6,1025,1115,B6,110,SLC,SAN,626,False
7,25,5,2120,2315,WN,115,OAK,SEA,671,False
7,2,3,1605,1925,WN,140,STL,MCO,880,False
3,26,3,2300,22,US,82,PHL,BOS,280,False
11,20,4,1815,1935,WN,80,ONT,OAK,361,True
5,15,4,30,744,DL,254,LAX,ATL,1946,False
11,27,4,805,1315,AA,190,LAX,DFW,1235,False
7,11,5,1840,2009,XE,89,MOB,IAH,427,False
5,19,1,1935,2101,OH,86,RDU,ATL,356,True
6,16,1,600,617,US,77,ABQ,PHX,328,False
3,12,3,1420,1715,WN,115,LAS,DEN,629,False
4,20,7,1050,1357,XE,127,ABQ,IAH,744,False
11,8,6,1410,1640,WN,150,LAS,PDX,762,False
8,9,6,1845,2102,UA,137,TPA,IAD,810,False
2,6,3,2350,720,NW,330,HNL,PDX,2603,False
8,12,2,2010,2135,FL,265,ATL,SAN,1891,False
8,30,6,1500,1705,MQ,125,PIA,DFW,673,False
4,30,3,605,851,DL,106,PDX,SLC,630,False
9,11,4,1847,2120,AS,153,LAS,SEA,866,False
10,30,4,1210,1358,NW,228,MSP,SNA,1522,False
11,18,2,1250,1420,DL,90,ATL,CMH,446,False
11,11,2,1205,1345,WN,160,STL,DEN,770,False
12,12,5,2045,2234,US,109,PHL,CLT,448,False
7,2,3,2005,2245,YV,160,IAH,ORD,925,False
10,28,2,1155,1500,WN,125,HOU,JAX,816,False
8,4,1,2013,2136,NW,83,MSP,BIS,386,False
10,15,3,1657,1846,OO,49,ORD,AZO,122,True
8,6,3,1050,1335,WN,105,LAX,SLC,590,False
4,18,5,915,1153,UA,338,LAX,KOA,2504,True
10,11,6,750,925,AA,155,ORD,DEN,888,False
12,27,6,1005,1152,FL,107,ATL,BWI,576,True
10,17,5,1745,1910,AA,145,DEN,LAX,862,False
3,28,5,1700,1845,XE,105,CLE,LGA,418,True
1,5,6,928,1029,OO,61,SPI,ORD,174,False
2,29,5,1255,2041,UA,286,LAX,IAD,2288,False
3,25,2,2058,2138,HA,40,KOA,HNL,163,False
4,20,7,1309,1410,EV,121,ATL,MSN,707,False
6,19,4,940,1059,US,79,SAN,PHX,304,False
12,30,2,1305,1540,OH,155,CVG,FLL,932,True
4,27,7,1117,1344,EV,147,ATL,BTV,960,False
4,2,3,1150,1620,AA,210,DFW,BOS,1562,True
8,20,3,1035,1400,AA,145,DFW,TPA,929,True
3,10,1,900,1035,B6,95,JFK,IAD,228,False
3,2,7,1015,1329,OO,134,DEN,MEM,872,True
11,17,1,1025,1214,XE,109,IAH,HSV,595,False
6,10,2,2042,2151,AS,69,BET,ANC,399,False
2,25,1,1705,1919,EV,74,MOB,ATL,302,False
4,29,2,2044,2240,UA,116,SFO,SEA,679,False
5,17,6,1059,1215,EV,76,ATL,GSO,306,False
9,25,4,1614,1814,UA,60,ORD,IND,177,False
9,29,1,1455,1750,NW,355,SEA,OGG,2640,False
8,5,2,1030,1230,AA,180,FLL,DFW,1119,False
10,29,3,1340,1455,US,75,PHX,ONT,325,False
5,23,5,2200,540,DL,280,SJC,ATL,2116,False
7,18,5,1528,1722,FL,114,FLL,ATL,581,False
5,14,3,1310,1440,WN,90,SAN,SMF,480,False
2,11,1,1840,2151,UA,131,ORD,MHT,843,True
1,23,3,1430,1650,DL,140,ATL,JFK,760,False
8,5,2,1002,1627,DL,265,SLC,BWI,1864,False
10,31,5,1741,1818,HA,37,HNL,LIH,102,False
6,24,2,910,930,WN,80,SLC,LAS,368,False
3,4,2,1644,2029,OO,165,SLC,STL,1156,True
7,24,4,1710,1817,OO,67,BOI,SLC,291,False
1,31,4,920,1234,F9,134,LAX,DEN,862,False
6,21,6,2110,2255,UA,165,DEN,SEA,1024,False
10,22,3,1720,2240,AA,200,SFO,DFW,1464,False
5,28,3,1148,1320,FL,92,TPA,ATL,406,True
4,23,3,700,1107,DL,247,SJU,ATL,1547,False
4,27,7,1356,1540,9E,104,DTW,GSP,508,False
6,13,5,1640,1958,CO,258,BOS,IAH,1597,False
11,24,1,1755,2012,CO,257,IAH,SJC,1608,False
11,16,7,1134,1238,DL,64,SAV,ATL,215,False
9,29,1,910,1130,MQ,80,ORD,DTW,235,False
5,10,6,1750,1855,US,65,CLT,SAV,213,False
12,20,6,1425,1801,OH,156,ORD,JFK,740,True
6,2,1,835,1005,AA,150,LGA,ORD,733,False
4,2,3,2006,2137,US,91,PHX,LAX,370,False
8,22,5,1845,1959,US,74,ONT,PHX,325,False
9,29,1,1450,1735,MQ,105,ORD,SYR,607,True
6,1,7,1420,1606,NW,106,MEM,MKE,556,False
2,23,6,640,825,9E,165,AVL,MSP,861,False
1,4,5,1945,2021,US,96,PHX,LAX,370,True
4,25,5,848,1009,UA,81,IAD,BDL,326,False
11,15,6,600,926,F9,146,PDX,DEN,992,False
6,21,6,655,1205,AA,190,FAT,DFW,1313,False
7,9,3,720,845,AA,85,ORD,MSP,334,False
4,10,4,752,856,OO,64,SBP,LAX,155,False
7,11,5,915,1020,WN,65,BWI,ISP,220,True
5,12,1,1245,1739,CO,234,IAH,BOS,1597,True
12,6,6,820,936,OO,76,LAX,SJC,308,False
2,23,6,2110,655,UA,405,LIH,DEN,3414,False
7,29,2,1710,1930,MQ,80,ORD,DTW,235,False
10,4,6,923,1129,EV,66,PNS,ATL,272,False
10,20,1,1216,1456,FL,100,BMI,ATL,533,False
3,14,5,1545,1714,EV,89,OAJ,ATL,399,False
4,2,3,718,1015,DL,117,LAX,SLC,590,False
8,30,6,1232,1451,FL,139,BWI,SRQ,880,False
7,9,3,610,1341,DL,271,LAX,ATL,1946,True
4,1,2,1800,1912,OH,72,DTW,CVG,229,True
3,2,7,1730,1838,OH,68,GRR,CVG,268,False
11,5,3,1510,1615,WN,65,LAX,LAS,236,True
12,30,2,715,930,AA,135,BNA,DFW,631,False
8,21,4,1145,1235,WN,50,CRP,HOU,187,False
4,16,3,1600,1915,B6,195,BOS,MCO,1121,False
4,1,2,600,703,OO,183,OKC,LAX,1187,True
1,3,4,1330,1920,AA,230,SEA,DFW,1660,True
2,12,2,1515,1627,NW,72,TVC,DTW,207,False
2,15,5,1920,1956,NW,36,DTW,FNT,56,False
3,21,5,1530,1819,DL,109,SFO,SLC,599,False
1,10,4,855,1033,US,98,PIT,CLT,366,False
8,10,7,1200,1519,EV,139,GRK,ATL,803,False
10,15,3,725,825,US,60,ILM,CLT,185,False
11,18,2,735,1014,US,159,FLL,PHL,992,True
5,15,4,1940,2343,XE,183,IAH,ORF,1201,True
7,28,1,1615,1830,OO,75,MKE,CLE,328,False
6,7,6,750,1150,AA,240,PHL,SJU,1576,False
9,30,2,1857,2214,UA,137,DEN,IAH,861,False
1,9,3,900,1000,WN,60,DAL,HOU,239,False
2,12,2,1730,1825,MQ,55,AUS,DAL,189,False
10,18,6,830,1230,CO,240,BQN,EWR,1585,True
7,31,4,2330,759,AA,329,LAX,JFK,2475,False
7,18,5,2330,530,AA,240,SFO,ORD,1846,True
4,29,2,2015,2139,YV,84,PHX,LGB,355,False
10,2,4,1641,1719,DL,98,ATL,MSY,425,False
6,23,1,1305,2145,CO,340,SFO,EWR,2565,True
8,26,2,655,915,WN,260,MDW,LAX,1750,False
4,18,5,1050,1213,OH,83,CVG,DCA,411,False
5,3,6,745,907,FL,82,CLT,BWI,361,False
11,15,6,600,857,9E,177,PWM,ATL,1027,True
11,24,1,1445,1631,CO,106,EWR,CMH,462,False
5,30,5,1212,1804,CO,232,SFO,IAH,1635,False
4,20,7,1715,1855,US,100,MCO,CLT,468,False
9,21,7,1543,1722,FL,99,ATL,RSW,515,False
6,23,1,2025,2340,WN,135,HOU,MCO,848,True
7,8,2,1100,1215,US,75,DCA,LGA,214,False
3,15,6,1130,1315,AA,225,DFW,SMF,1431,False
12,19,5,715,1010,B6,175,PBI,BOS,1197,False
1,15,2,2029,2301,UA,272,ORD,SMF,1781,False
6,7,6,915,955,MQ,40,ORD,MKE,67,False
1,31,4,655,910,DL,255,ATL,SLC,1589,False
12,24,3,1647,1740,AS,53,ADQ,ANC,252,False
2,12,2,1529,1735,MQ,126,LGA,CLT,544,False
8,26,2,1405,1723,AA,138,DFW,DAY,861,False
12,24,3,1213,1418,FL,125,FNT,ATL,644,False
1,21,1,2040,2325,WN,165,MDW,HOU,937,True
8,7,4,1705,1826,US,81,JAX,CLT,329,True
4,30,3,830,1050,EV,80,MEM,ATL,332,True
10,15,3,1345,1925,DL,220,SLC,ATL,1589,False
2,23,6,1330,1500,WN,90,LAS,SMF,397,False
12,17,3,821,938,YV,77,DEN,MTJ,197,False
10,31,5,1025,1236,US,131,PHX,OAK,646,False
3,7,5,1128,1538,FL,190,MSP,TPA,1307,False
2,8,5,2100,2220,MQ,80,SJC,SNA,342,False
7,30,3,1722,2020,XE,178,MSP,IAH,1034,False
11,23,7,1755,1950,WN,175,FLL,STL,1056,False
3,6,4,720,1110,WN,170,MDW,RSW,1105,False
2,17,7,805,1055,WN,350,ISP,LAS,2283,False
12,28,7,1540,1705,MQ,85,DCA,BOS,399,False
5,18,7,1325,1829,AA,184,LAX,DFW,1235,False
7,12,6,30,525,AA,175,LAX,DFW,1235,False
3,16,7,740,945,AA,125,BHM,DFW,597,False
6,28,6,600,621,OO,81,SDF,ORD,286,False
5,2,5,1434,1603,UA,89,DEN,BIL,455,False
5,19,1,1345,1510,WN,145,MHT,MDW,838,False
3,17,1,1050,1215,UA,85,LAX,SFO,337,False
3,19,3,1020,1318,CO,178,FLL,EWR,1065,True
6,12,4,1812,2111,YV,119,ORD,CAE,666,False
9,18,4,1930,2110,AA,220,DFW,SFO,1464,False
7,23,3,545,721,FL,96,CAK,ATL,528,False
3,12,3,820,922,EV,62,ATL,TLH,223,False
9,5,5,1100,1225,NW,85,MOT,MSP,449,False
8,16,6,905,1350,CO,225,IAH,LGA,1416,False
6,26,4,601,914,OO,133,PSC,DEN,853,False
4,4,5,1020,1235,WN,135,TPA,CMH,829,False
9,20,6,1350,1700,AA,130,DFW,DAY,861,False
12,5,5,1003,1108,YV,65,GUC,DEN,152,False
7,12,6,1705,1902,US,117,PBI,CLT,590,False
4,20,7,857,1015,OO,78,SBA,SJC,234,False
6,11,3,1000,1340,WN,160,PDX,ABQ,1111,False
11,7,5,2120,45,CO,145,IAH,MCO,853,False
11,26,3,805,1302,DL,177,ABQ,ATL,1269,False
7,13,7,1811,1950,OO,99,MFR,SFO,329,False
6,7,6,700,810,MQ,70,LIT,DFW,304,False
2,25,1,1600,2100,US,180,DEN,CLT,1337,False
8,8,5,715,1007,AS,172,SEA,PHX,1107,True
6,2,1,856,1014,EV,78,ATL,ILM,377,False
4,14,1,1955,2105,OO,130,RDU,MKE,689,False
2,4,1,1020,1145,MQ,85,SJC,SAN,417,False
7,6,7,850,1135,WN,165,MCO,ALB,1073,False
9,5,5,1002,1557,DL,235,SLC,CLE,1565,False
12,1,1,2155,2314,EV,79,ATL,LEX,303,False
7,27,7,1405,1639,OO,94,ORD,CRW,416,False
7,17,4,1525,2015,AA,230,DFW,BOS,1562,False
9,20,6,1225,1354,DL,89,ATL,MCO,403,False
12,25,4,1107,1314,XE,127,MCI,IAH,643,False
2,5,2,2005,2155,WN,110,RDU,TPA,587,False
4,21,1,750,1525,UA,275,LAS,IAD,2066,True
12,12,5,1140,1620,WN,160,LAS,SAT,1069,True
4,14,1,1950,2220,MQ,90,ORD,BUF,473,False
2,3,7,1856,2114,OH,138,JFK,CLE,425,False
5,28,3,1030,1240,UA,130,IAD,MCO,758,False
6,17,2,2155,2310,WN,75,LAS,RNO,345,True
8,23,6,1935,2024,YV,49,HNL,ITO,216,False
9,28,7,2105,2234,OH,89,DCA,LEX,414,False
12,17,3,1315,1440,AA,85,DFW,MSY,448,False
9,9,2,1010,1145,AA,155,TPA,DFW,929,False
5,20,2,1440,1530,WN,50,DAL,OKC,181,True
4,3,4,635,1420,AA,285,LAX,FLL,2342,False
1,11,5,625,730,WN,65,LAX,LAS,236,False
2,28,4,805,920,FL,75,ATL,RDU,356,False
12,24,3,1930,2047,YV,77,CLE,IAD,288,True
5,22,4,920,1110,NW,110,CLT,DTW,500,True
1,23,3,1035,1245,9E,130,MSP,BNA,695,False
9,14,7,1015,1102,MQ,47,DFW,ACT,89,False
7,21,1,615,910,DL,115,LAX,SLC,590,False
11,11,2,720,935,NW,135,IND,LGA,659,False
2,24,7,1726,1950,FL,144,FLL,BWI,925,True
10,14,2,630,815,WN,165,DEN,OAK,957,False
6,14,6,1020,1255,WN,95,ELP,DAL,562,False
7,27,7,1331,1642,UA,131,ORD,BDL,783,False
3,27,4,1215,1505,AA,170,PBI,LGA,1035,False
1,24,4,850,1220,WN,150,MCI,TPA,1048,False
3,8,6,1100,1350,AA,350,MIA,LAX,2342,True
11,29,6,2209,2347,US,158,CLT,MSP,930,False
10,3,5,2125,2359,NW,154,DTW,MCO,957,False
8,14,4,1355,1703,YV,128,ORD,SAV,773,False
5,31,6,2010,2135,WN,85,OAK,LAS,407,False
12,12,5,605,728,US,83,BDL,DCA,313,False
5,11,7,1830,2038,AS,128,SEA,SFO,679,False
2,4,1,1858,2235,NW,157,MSP,LGA,1020,True
2,1,5,600,605,MQ,65,IND,ORD,177,True
4,15,2,1125,1235,9E,70,SHV,MEM,285,False
10,21,2,1000,1251,OO,111,LGB,SLC,589,False
9,6,6,620,727,OH,67,PVD,JFK,144,True
9,3,3,1345,1530,MQ,105,DFW,DSM,624,False
11,1,6,1750,2005,AA,255,ORD,SAN,1723,True
7,12,6,835,1059,9E,144,BGR,DTW,750,True
3,11,2,1850,2040,DL,110,ATL,IAD,533,False
3,13,4,855,1026,XE,91,SMF,LAX,373,False
12,28,7,1835,1940,AA,65,MCO,MIA,193,False
2,19,2,1320,2050,US,270,LAX,CLT,2125,False
11,9,7,1930,2010,YV,40,HNL,KOA,163,False
5,22,4,1114,1258,DL,104,ATL,RSW,515,False
5,10,6,1420,1650,MQ,210,SYR,DFW,1337,False
1,27,7,635,830,WN,175,OMA,PHX,1037,False
4,16,3,1205,1305,MQ,60,RDU,DCA,227,False
1,17,4,1545,1850,AA,185,JFK,MCO,944,True
7,20,7,1420,1525,YV,65,CLT,SAV,213,False
7,28,1,1655,1904,EV,69,GTR,ATL,241,False
1,22,2,820,944,F9,144,DEN,SNA,846,False
5,4,7,1424,1633,FL,129,MCO,IAD,758,False
5,17,6,2025,2147,OO,82,SLC,BIL,387,False
9,26,5,1449,1649,CO,180,CLE,IAH,1091,False
12,15,1,825,1024,US,119,BUF,CLT,546,True
12,14,7,1915,2030,AA,195,DFW,SNA,1205,False
3,2,7,855,1108,XE,193,EWR,MSP,1008,False
9,30,2,1635,1925,AA,170,STX,MIA,1139,False
11,4,2,1605,1800,AA,235,DFW,SMF,1431,False
2,10,7,600,620,WN,80,SLC,LAS,368,False
9,2,2,700,853,DL,113,DCA,ATL,547,True
2,29,5,715,1509,DL,294,LAS,JFK,2248,False
3,14,5,1900,1940,WN,100,SLC,PHX,507,True
6,10,2,1935,2213,XE,158,LAX,SEA,954,True
1,14,1,1157,1259,9E,62,DTW,DAY,166,True
10,19,7,1717,1900,NW,103,DTW,ORF,529,False
2,29,5,915,1130,AA,135,DFW,ORD,802,True
8,9,6,1640,1735,OO,115,SLC,LGB,589,False
5,4,7,1905,2205,WN,180,BDL,TPA,1111,False
9,17,3,600,758,CO,178,CLE,IAH,1091,False
3,14,5,1050,1122,OH,92,CVG,MEM,403,False
1,6,7,730,820,MQ,50,LAX,SAN,109,True
5,15,4,2130,2305,MQ,95,ORD,LIT,552,True
6,25,3,2000,2239,XE,159,EWR,TYS,631,False
10,15,3,2035,2140,MQ,65,ORD,EVV,273,False
8,31,7,640,757,OH,77,DCA,JFK,213,False
1,14,1,1455,1500,WN,65,PHX,LAS,256,False
3,17,1,1730,1828,OO,58,TWF,SLC,175,False
5,20,2,1810,2003,US,113,CLT,PBI,590,False
8,10,7,705,1455,US,290,PHX,PHL,2075,True
6,3,2,1034,1632,UA,238,DEN,BOS,1754,False
3,20,4,1621,1823,NW,122,RDU,DTW,501,False
7,23,3,924,1033,OO,69,SBA,SJC,234,False
7,27,7,1615,1704,OO,109,SLC,SNA,588,True
4,28,1,705,811,XE,66,BFL,SMF,265,False
8,23,6,2045,2313,F9,88,DEN,OKC,495,False
12,22,1,600,801,NW,121,EWR,DTW,487,True
6,17,2,1523,1711,NW,288,DTW,SEA,1927,False
10,1,3,1115,1405,OO,110,TUS,SLC,601,False
10,24,5,1750,1930,AA,100,DFW,OMA,583,False
10,24,5,1620,1807,DL,107,ATL,DCA,547,True
4,19,6,1955,2325,MQ,150,DFW,GSO,999,False
8,11,1,2000,2050,MQ,50,LAX,SAN,109,False
6,28,6,2155,2300,US,65,ONT,LAS,197,False
2,24,7,1815,1935,WN,80,OKC,HOU,419,False
7,4,5,1220,1430,WN,130,IAD,MCO,758,False
5,7,3,1135,1235,MQ,60,LAX,SAN,109,False
3,17,1,810,935,WN,85,OAK,LAS,407,False
2,11,1,1351,1620,OH,89,BHM,CVG,396,False
3,16,7,1915,2100,AA,105,DFW,BNA,631,False
5,24,6,827,1159,NW,152,MEM,LGA,963,False
7,31,4,1715,1904,NW,229,MSP,LAX,1536,False
11,28,5,1230,1447,FL,137,ATL,LGA,761,False
7,11,5,1800,1906,US,66,PHX,LAS,256,False
12,16,2,1050,1351,EV,121,ICT,ATL,781,True
1,26,6,1300,1419,OO,79,SFO,SBA,262,True
1,23,3,650,930,WN,160,MCO,PVD,1073,False
4,12,6,1825,1940,WN,75,SJC,SNA,342,False
8,30,6,1425,1540,WN,75,SAN,SJC,417,False
2,13,3,1515,1808,XE,173,SAN,GEG,1027,False
11,26,3,610,700,WN,50,DAL,AUS,189,False
